count,hate_speech,offensive_language,neither,class,tweet,tweet_length,cleaned_tweet,preprocessed_tweet,label
3,0,3,0,Offensive Language,Time to go make the gym my bitch,32,time to go make the gym my bitch,time go make gym bitch,1
3,0,3,0,Offensive Language,"I aint saying you a bitch, But you be acting like a female, dog.",64,i aint saying you a bitch but you be acting like a female dog,aint saying bitch acting like female dog,1
3,0,3,0,Offensive Language,"RT @iDntLuvHoes: All I see on my timeline is
Ebola
Ebola
Ebola
I hate school 
Ebola 
Ebola
Some twitter hoes selfie
Ebola
Ebola
Pull out ga&#8230;",146,all i see on my timeline is ebola ebola ebola i hate school ebola ebola some twitter hoes selfie ebola ebola pull out ga,see timeline ebola ebola ebola hate school ebola ebola twitter hoe selfie ebola ebola pull ga,1
3,0,3,0,Offensive Language,"It's lame that you can buy clothes that look like real military clothing.
If you wear it I will make fun of you.
You're a 4 star bitch.",135,its lame that you can buy clothes that look like real military clothing if you wear it i will make fun of you youre a star bitch,lame buy clothes look like real military clothing wear make fun youre star bitch,1
3,0,3,0,Offensive Language,RT @theSTRANGEST: ready to make today my bitch.,47,ready to make today my bitch,ready make today bitch,1
3,0,3,0,Offensive Language,I don't put nothing pass nobody when it comes money n pussy.,60,i dont put nothing pass nobody when it comes money n pussy,dont put nothing pas nobody come money n pussy,1
3,0,3,0,Offensive Language,"RT @santos_brina: I could never mess around with someone else's man, like that's just clarifying your self as a side hoe.",121,i could never mess around with someone elses man like thats just clarifying your self as a side hoe,could never mess around someone el man like thats clarifying self side hoe,1
3,1,2,0,Offensive Language,I done dun all kind of shit y'all niccas just fills shit!,57,i done dun all kind of shit yall niccas just fills shit,done dun kind shit yall niccas fill shit,1
3,1,2,0,Offensive Language,Niggahs need to keep there bitches in check ',45,niggahs need to keep there bitches in check,niggahs need keep bitch check,1
3,2,1,0,Hate Speech,Good Mernin faggots http://t.co/3ZPTPqFkTl,42,good mernin faggots,good mernin faggot,0
3,0,3,0,Offensive Language,RT @braidedcocks: @veryproudofya @poppunksucks well now I'm crying like a little bitch,86,well now im crying like a little bitch,well im cry like little bitch,1
3,0,3,0,Offensive Language,Momma always told me I was crazy and the hoes say I'm amazing but I don't listen to a lady,90,momma always told me i was crazy and the hoes say im amazing but i dont listen to a lady,momma always told crazy hoe say im amazing dont listen lady,1
3,0,3,0,Offensive Language,When a bitch I don't like laugh at my joke http://t.co/9Veupu85Wj,65,when a bitch i dont like laugh at my joke,bitch dont like laugh joke,1
3,0,3,0,Offensive Language,@OLE_VertyBstard Yankee noodle is fucking awesome ya bastard.,61,yankee noodle is fucking awesome ya bastard,yankee noodle fucking awesome ya bastard,1
3,0,3,0,Offensive Language,I ain't buying no pussy I got too many followers for that,57,i aint buying no pussy i got too many followers for that,aint buying pussy got many follower,1
3,0,0,3,Neither,@andersonDrLJA i'm so sick of self serving politicians standing by while BO trashes America. #WeAreRepublicNotRegime #ImpeachObama,130,im so sick of self serving politicians standing by while bo trashes america wearerepublicnotregime impeachobama,im sick self serving politician standing bo trash america wearerepublicnotregime impeachobama,2
3,0,3,0,Offensive Language,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Anal | BBC Anal creampie bitch http://t.co/3XNeG5mnRk",96,pornandroidiphoneipadsexxxx anal bbc anal creampie bitch,pornandroidiphoneipadsexxxx anal bbc anal creampie bitch,1
3,2,1,0,Hate Speech,one day im like harry styles is so hot the next day is who tf is this faggot,76,one day im like harry styles is so hot the next day is who tf is this faggot,one day im like harry style hot next day tf faggot,0
3,0,3,0,Offensive Language,@fitsnews Nevermind. Still a little bitch. http://t.co/zpYPjBU5YU,65,nevermind still a little bitch,nevermind still little bitch,1
3,0,3,0,Offensive Language,Ayo why da hell ain't nobody hip me to these niccas! @MigosATL ... #BetterLateThanNever,87,ayo why da hell aint nobody hip me to these niccas betterlatethannever,ayo da hell aint nobody hip niccas betterlatethannever,1
6,0,6,0,Offensive Language,"""Wow you are a bitch"" 
 Yes that's already been established, anything else you have to say?",91,wow you are a bitch yes thats already been established anything else you have to say,wow bitch yes thats already established anything else say,1
3,1,2,0,Offensive Language,"Don't know no ugly bitches, don't know no broke niggas. Don't know no snitch niggas",83,dont know no ugly bitches dont know no broke niggas dont know no snitch niggas,dont know ugly bitch dont know broke nigga dont know snitch nigga,1
3,0,3,0,Offensive Language,Free love &amp; sexual liberation SEEMED to be the dawn of lots of consequence free pussy for them 60s negroes. WHY WE ALWAYS FORGETTING HISTORY,144,free love amp sexual liberation seemed to be the dawn of lots of consequence free pussy for them s negroes why we always forgetting history,free love amp sexual liberation seemed dawn lot consequence free pussy negro always forgetting history,1
3,1,2,0,Offensive Language,I think its funny how hoes talk bout being faithful.,52,i think its funny how hoes talk bout being faithful,think funny hoe talk bout faithful,1
3,0,3,0,Offensive Language,"He said we gon be paying a bitch rent, I'm not even tryna buy her an extra sweet and sour sauce at McDonalds",108,he said we gon be paying a bitch rent im not even tryna buy her an extra sweet and sour sauce at mcdonalds,said gon paying bitch rent im even tryna buy extra sweet sour sauce mcdonalds,1
3,0,2,1,Offensive Language,RT @BestOfMessages: Lil hoe http://t.co/kIAoQYr3I4,50,lil hoe,lil hoe,1
3,0,3,0,Offensive Language,RT @pterosaur: Is Nick Jonas a hoe for squeezing his dick? Is Nick Jonas gonna have leaked nudes? Is Nick Jonas less of a role model?,133,is nick jonas a hoe for squeezing his dick is nick jonas going to have leaked nudes is nick jonas less of a role model,nick jonas hoe squeezing dick nick jonas going leaked nude nick jonas le role model,1
3,0,0,3,Neither,"&#8220;@wizkhalifa: On the east coast there's colored hair everywhere. 

This must be the sweetest wave ever.&#8221; @LayaFace",126,on the east coast theres colored hair everywhere this must be the sweetest wave ever,east coast there colored hair everywhere must sweetest wave ever,2
6,1,5,0,Offensive Language,First the white bitch wanna ask extra questions &amp; shit... &amp; be a lil bitch about everything with her skinny ass!,120,first the white bitch want to ask extra questions amp shit amp be a lil bitch about everything with her skinny ass,first white bitch want ask extra question amp shit amp lil bitch everything skinny as,1
3,2,1,0,Hate Speech,"RT @dxpperjay: You assholes know that referring to a girl as ""bitch"" doesn't make your dick any bigger, right?",110,you assholes know that referring to a girl as bitch doesnt make your dick any bigger right,asshole know referring girl bitch doesnt make dick bigger right,0
3,0,0,3,Neither,RT @jimmerfredette: I hope the Yankees game doesn't get rained out tonight. It's going to be a special atmosphere and game. Jeter deser&#8230;,142,i hope the yankees game doesnt get rained out tonight its going to be a special atmosphere and game jeter deser,hope yankee game doesnt get rained tonight going special atmosphere game jeter deser,2
6,0,6,0,Offensive Language,Bad bitches ain't cheap,23,bad bitches aint cheap,bad bitch aint cheap,1
3,0,3,0,Offensive Language,"RT @CountOn24: bitch you love every team but the US lol RT""@rihanna: This is the game I've been waiting for! I sincerely LOVE both of these&#8230;",146,bitch you love every team but the us lol this is the game ive been waiting for i sincerely love both of these,bitch love every team u lol game ive waiting sincerely love,1
3,0,3,0,Offensive Language,Asha my bitch doe &#128553;&#128076;,36,asha my bitch doe,asha bitch doe,1
3,0,3,0,Offensive Language,@AyDontJudgeMe Just come stop in this bitch cause im bout to get off,68,just come stop in this bitch cause im bout to get off,come stop bitch cause im bout get,1
3,2,1,0,Hate Speech,@mrgeology no you ignorant cement headed hillbilly. You said taxing. Cant you fuckin read you fucking knob gobbling douchebag,125,no you ignorant cement headed hillbilly you said taxing cant you fuckin read you fucking knob gobbling douchebag,ignorant cement headed hillbilly said taxing cant fuckin read fucking knob gobbling douchebag,0
3,0,0,3,Neither,@awfulbot are you a pig or are you a bird,41,are you a pig or are you a bird,pig bird,2
3,0,3,0,Offensive Language,this ugly bitch need to get a new name tho you don't look like me you don't have as much followers as me #killyouself zodiac killer bitch,137,this ugly bitch need to get a new name tho you dont look like me you dont have as much followers as me killyouself zodiac killer bitch,ugly bitch need get new name tho dont look like dont much follower killyouself zodiac killer bitch,1
3,0,3,0,Offensive Language,Awwwwww RT @Tyga: That ain't my hoe.,36,a that aint my hoe,aint hoe,1
3,0,3,0,Offensive Language,"I want my bitch to answer if my ex calling, with my dick in her mouth",69,i want my bitch to answer if my ex calling with my dick in her mouth,want bitch answer ex calling dick mouth,1
3,0,3,0,Offensive Language,@ShotMoistBoyce you be fucking with to many hoes .,50,you be fucking with to many hoes,fucking many hoe,1
3,0,3,0,Offensive Language,"2 thangs my bitch can't say, ""I'm broke"" n ""ha period late""",59,thangs my bitch cant say im broke n ha period late,thangs bitch cant say im broke n ha period late,1
3,0,3,0,Offensive Language,What you saying hoe?,20,what you saying hoe,saying hoe,1
6,0,6,0,Offensive Language,RT @LeBronVuitton: Joe changed her life and went back to his old bitch&#128514;&#128514; &#8220;@1stName_Bravo: @LeBronVuitton ha.. she got them bitches worked o&#8230;,168,joe changed her life and went back to his old bitch ha she got them bitches worked o,joe changed life went back old bitch ha got bitch worked,1
3,1,2,0,Offensive Language,"RT @E_Tae627: ""@KB_Three: Lil skinny bitch throw ha like a frito 
#TecoRemix""bol",80,lil skinny bitch throw ha like a frito tecoremixbol,lil skinny bitch throw ha like frito tecoremixbol,1
3,0,0,3,Neither,It's a matter of pure weight ratios... A five ounce bird can not carry a one pound coconut!,91,its a matter of pure weight ratios a five ounce bird can not carry a one pound coconut,matter pure weight ratio five ounce bird carry one pound coconut,2
3,0,0,3,Neither,RT @VUULibrary: It is Shakespeare's birthday. Take a look at some Shakespearean trash talk. http://t.co/JSy3UFfaIb,114,it is shakespeares birthday take a look at some shakespearean trash talk,shakespeare birthday take look shakespearean trash talk,2
3,0,3,0,Offensive Language,Fucc nicca,10,fucc nicca,fucc nicca,1
3,0,3,0,Offensive Language,"RT @__SoulFlower: ""I'm against feminism I think men and women should be equal"" a bitch that don't know shit about feminism",122,im against feminism i think men and women should be equal a bitch that dont know shit about feminism,im feminism think men woman equal bitch dont know shit feminism,1
3,0,3,0,Offensive Language,"RT @_JohnFKennedy_: I choose to fuck all these bitches not because they're easy, but because I'm hard #PresidentialPounding",123,i choose to fuck all these bitches not because theyre easy but because im hard presidentialpounding,choose fuck bitch theyre easy im hard presidentialpounding,1
3,0,0,3,Neither,@_shegotthis yellow rice black beans and pork chop sis,54,yellow rice black beans and pork chop sis,yellow rice black bean pork chop si,2
3,0,2,1,Offensive Language,Niccas be hating on my nicca Jeezy ... #RealTalk,48,niccas be hating on my nicca jeezy realtalk,niccas hating nicca jeezy realtalk,1
3,1,2,0,Offensive Language,RT @IJustBeChillinn: dont bitch then get mad when i stop trying lol,67,dont bitch then get mad when i stop trying lol,dont bitch get mad stop trying lol,1
3,1,0,2,Neither,"Lmao the shovel video is pretty awesome, she went down like a ton of bricks lol. Gotta love honky riff raff savages. That is all.",129,lmao the shovel video is pretty awesome she went down like a ton of bricks lol got to love honky riff raff savages that is all,lmao shovel video pretty awesome went like ton brick lol got love honky riff raff savage,2
